id,title,category,subcategory,problem_text,solution_text,source,created_at,hint_text
104,Understanding Theta for Call Options,greeks,,"Consider a European call option with the following parameters: strike price $K = 100$, volatility $\sigma = 0.25$, risk-free rate $r = 0.05$, and time to maturity $T$. The spot price of the underlying asset varies along the x-axis in the provided diagram. 

A. Under what conditions does a European call option exhibit positive theta?
B. Suppose you establish a delta-neutral portfolio by taking a long position in a call option on GM stock and shorting GM shares. If GM's stock price changes immediately, how does the value of your portfolio respond? Is this an arbitrage opportunity? Assume GM pays no dividends.","A. The theta ($$) of an option measures its time decay. For European calls on non-dividend-paying assets, theta is typically negative because the option's value tends to decrease as expiration approaches. However, under specific conditions, theta can become positive:

1. For deep in-the-money European puts on non-dividend-paying assets, theta may be positive. The put's value can increase as time approaches maturity if the intrinsic value dominates, leading to $ = -\frac{S\sigma e^{-d_2^2/2}}{\sqrt{2\pi T}} + rKe^{-rT}N(-d_2) > 0$ when $S \ll K$. This explains why early exercise of deep in-the-money American puts can be optimal.

2. For deep in-the-money European calls with high dividend yields, theta can also turn positive. In such cases, the dividend component $ySe^{-yT}N(d_1)$ may outweigh the negative time decay, resulting in $ > 0$ when $S \gg K$ and $y$ is sufficiently large.

B. In a delta-neutral portfolio, the position's value is insensitive to small changes in the underlying asset's price due to the delta hedge. If GM's stock price changes immediately, the portfolio's value remains approximately unchanged because the gain/loss from the call option is offset by the loss/gain from the short stock position. This is not an arbitrage opportunity, as arbitrage requires risk-free profit without net investment, which is not the case here. The delta hedge maintains neutrality to first-order price movements.

Valid Answers: 
A. Deep in-the-money European puts on non-dividend-paying assets or deep in-the-money European calls with high dividend yields.
B. The portfolio value remains approximately unchanged; not an arbitrage opportunity.",green_book,2026-05-03 19:57:31.564064+00,"For part A, recall that theta measures time decay and is typically negative for calls. Consider scenarios where other factors (like dividends or moneyness) might dominate this decay. For part B, think about how delta neutrality is maintained and what that implies for small price movements."
105,Price Limits for a Bull Call Spread,option_strategies,,What are the minimum and maximum possible prices for a bull call spread?,"A bull call spread consists of two option positions: buying a call option $c_1$ with strike price $K_1$ and simultaneously selling a call option $c_2$ with a higher strike price $K_2$ (where $K_1 < K_2$). The net cash flow at initiation and expiration is shown below.

At expiration $T$:
- If $S_T \leq K_1$: Both options expire worthless. The total payoff is $0$.
- If $K_1 < S_T < K_2$: The long call is in the money ($S_T - K_1$), while the short call expires worthless ($0$). The total payoff is $S_T - K_1$.
- If $S_T \geq K_2$: Both options are in the money. The long call yields $S_T - K_1$, and the short call results in a loss of $S_T - K_2$. The total payoff is $(S_T - K_1) - (S_T - K_2) = K_2 - K_1$.

The initial cost of setting up the spread is $c_1 - c_2$, which is negative (since $c_1 < c_2$ due to the higher strike price of the short call). The maximum possible payoff at expiration is $K_2 - K_1$, so the present value of this payoff is discounted by $e^{-rT}$. Therefore, the price of the bull call spread must satisfy:

$$ c_1 - c_2 \geq -c_2 \geq -e^{-rT} (K_2 - K_1) $$ (since $c_1 \geq 0$)

and

$$ c_1 - c_2 \leq e^{-rT} (K_2 - K_1). $$

Thus, the price boundaries for the bull call spread are:

$$ -e^{-rT} (K_2 - K_1) \leq c_1 - c_2 \leq e^{-rT} (K_2 - K_1). $$

Valid Answers: $-e^{-rT} (K_2 - K_1) \leq c_1 - c_2 \leq e^{-rT} (K_2 - K_1)$",green_book,2026-05-03 19:57:31.564064+00,"Consider the payoff structure of the bull call spread at expiration and how it relates to the strikes of the two calls. Think about the extreme cases where the stock price is very low or very high, and how the initial cost of setting up the spread is bounded by these payoffs."
106,Understanding Straddles and Their Strategic Use,option_strategies,,Define a straddle and describe the market conditions under which an investor would choose to buy one.,"A straddle consists of simultaneously holding a long position in both a call option and a put option on the same underlying asset, where both options share the same strike price $K$ and expiration date $T$. The payoff for a long straddle is given by $|S_T - K|$, which captures the absolute difference between the stock price at expiration $S_T$ and the strike price. This structure makes a straddle particularly useful for speculating on significant price movements in the underlying asset. Additionally, it serves as a volatility trading strategy: if an investor anticipates that the realized volatility of the stock will exceed the implied volatility embedded in the option prices, purchasing a straddle becomes advantageous.

For instance, the value of an at-the-money call or put option is approximately proportional to volatility. When an investor buys an at-the-money straddle (where $K = S$), both the call and put options are priced based on the same implied volatility $\sigma_i$. If the realized volatility $\sigma_r$ later exceeds $\sigma_i$, both options are undervalued at the time of purchase. As market prices adjust to reflect the higher realized volatility, the value of both the call and put options will increase, yielding a profit.

It is important to note that while a straddle initially has a delta close to zero when the strike price equals the current stock price, this delta neutrality diminishes as the stock price deviates from $K$. Consequently, the investor becomes exposed to directional movements in the stock price. Therefore, a straddle is not a pure volatility bet. For a more precise exposure to volatility alone, instruments like volatility swaps or variance swaps are preferable. For example, a variance swap pays $N(\sigma_r^2 - K_{var})$, where $N$ is the notional amount, $\sigma_r^2$ is the realized variance, and $K_{var}$ is the strike price for variance.

Valid Answers: A straddle is a combination of a long call and a long put with the same strike and expiration, used to profit from large price movements or volatility increases. Investors buy straddles when they expect realized volatility to surpass implied volatility.",green_book,2026-05-03 19:57:31.564064+00,"Consider what happens when the price of the underlying asset moves significantly in either direction. Think about how the payoff of a call and a put option combine in such scenarios. Also, reflect on what the term 'volatility' implies about the expected magnitude of price changes."
107,Pricing and Hedging a Cash-or-Nothing Digital Call Option,option_pricing,,"Calculate the price of a European cash-or-nothing digital call option on a non-dividend-paying stock that follows geometric Brownian motion. Additionally, describe how you would hedge such an option and discuss the limitations of your hedging approach.","A cash-or-nothing digital call option pays a fixed amount of $1 at maturity if the underlying stock price exceeds the strike price $K$; otherwise, it pays nothing. For a non-dividend-paying stock following geometric Brownian motion, the price of this option is given by $c_8 = e^{-rT} N(d_2)$, where $N(\cdot)$ is the cumulative distribution function of the standard normal distribution. This formula arises because $N(d_2)$ represents the risk-neutral probability that the stock price will be above $K$ at maturity, and the term $e^{-rT}$ discounts this probability back to the present value.

To hedge a cash-or-nothing call option, one can use a delta-hedging strategy. The delta of the option, denoted as $\Delta = \frac{\partial c_8}{\partial S} = e^{-rT} N'(d_2) \frac{1}{\sigma S \sqrt{T}}$, indicates the sensitivity of the option price to changes in the stock price. A long position in the digital call can be hedged by shorting $e^{-rT} N'(d_2) \frac{1}{\sigma \sqrt{T}}$ shares of the underlying stock and adjusting the position in the risk-free money market account accordingly. This hedge performs adequately when the stock price is far from the strike price or when the time to maturity is not close to zero. However, as the option approaches maturity ($T \to 0$) and the stock price approaches the strike price ($S \approx K$), the delta $\Delta$ becomes extremely volatile. In such cases, even minor fluctuations in the stock price can lead to disproportionately large changes in the hedge ratio, making delta hedging impractical.

Another approach to hedging a digital call option is to approximate it using a bull spread constructed from two call options. Specifically, one can buy $\frac{1}{2\epsilon}$ call options with strike price $K - \epsilon$ and sell $\frac{1}{2\epsilon}$ call options with strike price $K + \epsilon$. If all strike prices are available and transaction costs are negligible, this strategy replicates the payoff of the digital call when the stock price at maturity is either below $K - \epsilon$ (both positions pay $0$) or above $K + \epsilon$ (both positions pay $1$). For stock prices between $K - \epsilon$ and $K + \epsilon$, the payoffs differ, but as $\epsilon \to 0$, the approximation becomes exact. However, this method has practical limitations: not all strike prices are typically traded in the market, and even if they were, the number of options required for an accurate hedge would be prohibitively large to maintain a small $\epsilon$.

Valid Answers: $c_8 = e^{-rT} N(d_2)$",green_book,2026-05-03 19:57:31.564064+00,Consider the risk-neutral valuation framework and how the payoff of the digital call depends on the probability of the stock price being above the strike at maturity. Think about how the option's value changes with the underlying stock price and what this implies for hedging.
108,Pricing an exchange call option between two non-dividend-paying stocks,option_pricing,,"Explain how to determine the price of an exchange call option that delivers a payoff of $\max(S_{T,1} - S_{T,2}, 0)$ at expiration. Assume both $S_1$ and $S_2$ are non-dividend-paying stocks following correlated geometric Brownian motions with correlation $\rho$.","The pricing of this exchange option relies on the change of numeraire technique. A numeraire is a positive asset used as a reference unit for pricing. While asset prices are typically quoted in local currency, modeling often benefits from selecting a different numeraire. Here, since the payoff depends on both $S_{T,1}$ and $S_{T,2}$, we can simplify the problem by choosing one of the stocks as the numeraire.

Let $S_1$ and $S_2$ follow the dynamics:
$$dS_1 = \mu_1 S_1 dt + \sigma_1 S_1 dW_1,$$
$$dS_2 = \mu_2 S_2 dt + \sigma_2 S_2 dW_2,$$
with $\mathbb{E}[dW_1 dW_2] = \rho dt$. The payoff $\max(S_{T,1} - S_{T,2}, 0)$ can be rewritten as $S_{T,1} \max\left(\frac{S_{T,2}}{S_{T,1}} - 1, 0\right)$. By selecting $S_1$ as the numeraire, we define $f = \frac{S_2}{S_1}$, which represents the relative price of $S_2$ in terms of $S_1$. Applying Itô's lemma to $f$ yields:
$$df = \left(\mu_2 - \mu_1 + \sigma_1^2 - \rho \sigma_1 \sigma_2\right) f dt + \sigma_2 f dW_2 - \sigma_1 f dW_1.$$To ensure $f$ is a martingale under the new measure, we set the drift term to zero:
$$
\mu_2 - \mu_1 + \sigma_1^2 - \rho \sigma_1 \sigma_2 = 0,
$$
which defines the equivalent martingale measure $Q$ with $S_1$ as the numeraire. Under this measure, the discounted price of $S_2$ relative to $S_1$ follows a martingale.

The exchange option's value, expressed in units of $S_1$, is equivalent to a call option on $f$ with strike $K = 1$, risk-free rate $r = 0$, and volatility $\sigma = \sqrt{\sigma_2^2 + \sigma_1^2 - 2\rho \sigma_1 \sigma_2}$. The Black-Scholes formula for this call option is:
$$C = S_1 \left[N(d_1) - N(d_2)\right],$$
where
$$d_1 = \frac{\ln\left(\frac{S_2}{S_1}\right) + \frac{1}{2} \sigma^2 T}{\sigma \sqrt{T}}, 
\quad d_2 = d_1 - \sigma \sqrt{T}.$$Thus, the price of the exchange call option in local currency is $S_1 C = S_2 N(d_1) - S_1 N(d_2)$.

Valid Answers: $S_2 N(d_1) - S_1 N(d_2)$",green_book,2026-05-03 19:57:31.564064+00,"Consider how the payoff $\max(S_{T,1} - S_{T,2}, 0)$ can be rewritten to simplify the problem. Think about expressing the option in terms of the ratio of the two stock prices and how this might relate to a standard call option pricing framework."
109,Minimizing Portfolio Risk with Two Stocks,portfolio_theory,,"You are building a two-stock portfolio using Stock A and Stock B. Both stocks offer the same expected return of 12%. Stock A has a return standard deviation of 20%, while Stock B’s return standard deviation is 30%. The correlation between their returns is 0.5. Determine the optimal allocation between these two stocks to achieve the lowest possible portfolio risk.","Mean-variance portfolio optimization, pioneered by Harry Markowitz, is a foundational framework for constructing portfolios. It assumes investors prefer (1) higher expected returns for a given level of risk and (2) lower risk for a given level of expected return. Portfolios that achieve the minimum variance for a specified expected return are called efficient portfolios.

For a portfolio with N assets, the expected return and variance are given by:

$$\mu_P = \sum_{i=1}^{N} w_i \mu_i = w^T \mu$$

$$\sigma_P^2 = \sum_{i=1}^{N} \sum_{j=1}^{N} w_i w_j \sigma_i \sigma_j \rho_{ij} = w^T \Sigma w$$

where:
- $w_i$ is the weight of asset $i$,
- $\mu_i$ is the expected return of asset $i$,
- $\sigma_i$ is the standard deviation of asset $i$,
- $\rho_{ij}$ is the correlation between assets $i$ and $j$,
- $\Sigma$ is the covariance matrix of asset returns.

The efficient portfolio is found by solving the optimization problem:

$$\min_w w^T \Sigma w \quad \text{subject to} \quad w^T \mu = \mu_P, \quad w^T \mathbf{1} = 1$$

In this problem, both stocks have an expected return of 12%, so $\mu_P = 12\%$ regardless of the allocation. The portfolio variance simplifies to:

$$\sigma_P^2 = (0.20)^2 w_A^2 + (0.30)^2 w_B^2 + 2 \cdot 0.5 \cdot 0.20 \cdot 0.30 \cdot w_A w_B$$

Since $w_B = 1 - w_A$, substitute into the variance formula:

$$\sigma_P^2 = 0.04 w_A^2 + 0.09 (1 - w_A)^2 + 0.06 w_A (1 - w_A)$$

To minimize the variance, take the derivative with respect to $w_A$ and set it to zero:

$$\frac{d \sigma_P^2}{d w_A} = 0.08 w_A - 0.18 (1 - w_A) + 0.06 (1 - 2 w_A) = 0$$

Solving this equation yields $w_A = \frac{6}{7}$ and $w_B = \frac{1}{7}$.

Thus, the minimum-risk portfolio allocates $\frac{6}{7}$ of the capital to Stock A and $\frac{1}{7}$ to Stock B.

Valid Answers: Stock A: 6/7, Stock B: 1/7",green_book,2026-05-03 19:57:31.564064+00,"Focus on the formula for portfolio variance, which combines the variances of the individual stocks and their covariance. Since the expected returns are identical, the optimal weights will depend solely on minimizing this combined risk measure."
110,Limitations of Value at Risk for Derivatives Risk Assessment,portfolio_theory,,Define Value at Risk (VaR) and explain why it may be an inadequate metric for assessing the risk of derivatives positions.,"Value at Risk (VaR) is a widely used risk management tool that quantifies the maximum expected loss over a specified time horizon at a given confidence level. Formally, for a confidence level $a \in (0,1)$, VaR is defined implicitly by the equation $a = \int_{-\infty}^{\text{VaR}} f(x) \, dx$, where $x$ represents the dollar profit or loss and $f(x)$ is its probability density function. In practice, confidence levels such as 95% or 99% are commonly selected. VaR is popular because it condenses complex risk exposures into a single dollar figure.

However, VaR has significant limitations, particularly when applied to derivatives. As a percentile-based measure, it focuses solely on the threshold at the $a$-th percentile of the profit/loss distribution without considering the shape or severity of losses beyond that point. This makes VaR insensitive to extreme tail events, which are critical for derivatives with non-normal profit/loss distributions. For example, consider a short position in a credit default swap referencing a bond with a $1 million notional value, a 3% default probability, and 100% loss given default. At a 95% confidence level, VaR would be $0 because the default probability is below the threshold, despite the substantial underlying risk.

Additionally, VaR fails to satisfy the property of sub-additivity, a key requirement for coherent risk measures. A risk measure $p(X)$ is coherent if it satisfies:
1. $p(X + Y) \leq p(X) + p(Y)$ (sub-additivity),
2. $p(aX) = a p(X)$ for $a > 0$ (positive homogeneity),
3. $p(X) \leq p(Y)$ if $X \leq Y$ (monotonicity),
4. $p(X + a) = p(X) - a$ for any constant $a$ (translation invariance).

VaR violates sub-additivity, meaning the risk of a combined portfolio can exceed the sum of individual VaRs. For instance, if two independent credit default swaps each with a $1 million notional and 3% default probability are combined, the probability of at least one default rises to $1 - (0.97)^2 = 5.91%$. At a 95% confidence level, the portfolio VaR becomes $1 million, while the sum of individual VaRs is $0. This contradicts the principle that diversification should reduce risk, highlighting a fundamental theoretical flaw in using VaR for derivatives risk assessment.

Valid Answers: VaR is a percentile-based measure of maximum expected loss over a horizon at a given confidence level; it does not account for tail risk beyond the percentile and fails sub-additivity, making it inadequate for derivatives risk assessment.",green_book,2026-05-03 19:57:31.564064+00,"Consider how VaR focuses only on a specific percentile of the loss distribution and what it ignores about the shape of that distribution. Think about whether this approach captures the full risk profile of derivatives, especially those with skewed or fat-tailed outcomes."
111,Pricing and Duration of an Inverse Floater,fixed_income,,"Calculate the price and duration of an inverse floater with a face value of $100, an annual coupon rate of 30% - 3r, and a maturity of 5 years. Assume semiannual coupon payments and a flat yield curve at 7.5%.","To solve this problem, we use cash flow replication. An inverse floater's cash flows can be replicated by constructing a portfolio of standard bonds. Specifically, we short 3 floating-rate bonds (each worth $100) and long 4 fixed-rate bonds (each worth $100) with a 7.5% annual coupon rate. The floating-rate bonds adjust their coupon semiannually based on the prevailing rate at the time of adjustment.

The cash flows for each component and the total portfolio are as follows:

| Cash Flow                     | Year 0   | Year 0.5       | ... | Year 4.5       | Year 5         |
|-------------------------------|----------|----------------|-----|----------------|----------------|
| Short 3 floating-rate bonds   | 300      | -150r₀         | ... | -300 - 150r₄.₅| -300 - 150r₅  |
| Long 4 fixed-rate bonds        | -400     | 15             | ... | 15             | 400 + 15       |
| **Total**                     | **-100** | **15 - 150r₀**| ... | **30 - 300r₄.₅**| **415 - 300r₅**|

Since the total cash flows match those of the inverse floater, its price equals the portfolio's price: $P_{	ext{inverse}} = $100$.

Next, we calculate the dollar duration of the inverse floater, which equals the dollar duration of the replicating portfolio:
$$$D_{	ext{inverse}} = 4 	imes D_{	ext{fixed}} - 3 	imes D_{	ext{floating}}.$$$

Given the flat yield curve, $r₀ = 7.5%$. The floating-rate bond is worth $103.75 immediately after the coupon payment at Year 0.5 (since the next coupon is reset to the new rate). Its dollar duration is:
$$$	ext{\$}D_{	ext{floating}} = -rac{d(103.75 / (1 + y/2))}{dy} = rac{103.75 	imes 0.5}{(1 + y/2)^2} = 48.19.$$$

For the fixed-rate bond, its price is:
$$$P = rac{c/2}{(1 + y/2)^1} + rac{c/2}{(1 + y/2)^2} + rac{100 + c/2}{(1 + y/2)^{2T}},$$$
where $c = 7.5%$, $T = 5$, and $y = 7.5%$. Its dollar duration is:
$$$	ext{\$}D_{	ext{fixed}} = rac{1 + y/2}{P} 	imes rac{c/2}{(1 + y/2)^2} 	imes rac{1 - (1 + y/2)^{-2T}}{y/2} + rac{100 	imes T}{(1 + y/2)^{2T}} = 410.64.$$$

Thus, the dollar duration of the inverse floater is:
$$$	ext{\$}D_{	ext{inverse}} = 4 	imes 410.64 - 3 	imes 48.19 = 1498.$$$

Finally, the duration of the inverse floater is:
$$$D_{	ext{inverse}} = rac{	ext{\$}D_{	ext{inverse}}}{P_{	ext{inverse}}} = rac{1498}{100} = 14.98.$$$

Valid Answers: Price = 100, Duration = 14.98",green_book,2026-05-03 19:57:31.564064+00,"Consider how the cash flows of an inverse floater relate to standard bonds. Think about replicating its cash flows using a combination of fixed and floating-rate bonds, and how their durations interact to determine the overall duration of the inverse floater."
112,Comparing Futures and Forwards Under Stochastic Interest Rates,fixed_income,,"How do futures and forward contracts differ? When the underlying asset's price is strongly positively correlated with interest rates and rates follow a stochastic process, which contract type commands a higher price: futures or forwards? Explain your reasoning.","Futures contracts are standardized agreements traded on exchanges, whereas forward contracts are customized, over-the-counter arrangements offering greater flexibility. Futures are subject to daily mark-to-market adjustments, while forwards settle only at the contract's maturity.

Under deterministic interest rates, futures and forwards share the same theoretical price, given by $F = S e^{(r + u - y)T}$, where $u$ denotes storage costs, $y$ represents dividend yield for investment assets, convenience yield for commodities, or foreign risk-free rate for foreign currencies.

The mark-to-market feature of futures introduces divergence from forwards when interest rates fluctuate unpredictably. Over longer contract durations, these differences can become substantial. When the futures price is positively correlated with interest rates, price increases coincide with periods of high interest rates. For a long futures position, this results in immediate profits that can be reinvested at higher rates. Conversely, losses occur during low-rate periods, enabling financing at lower costs. Thus, a futures contract holds greater value than a forward under positive correlation between futures price and interest rates, leading to a higher futures price.

Valid Answers: Futures",green_book,2026-05-03 19:57:31.564064+00,Consider how the daily settlement feature of futures contracts interacts with the correlation between the underlying asset's price and interest rates. Think about the timing of cash flows and the opportunity to reinvest profits or finance losses at varying rates.
113,Overview of Key Interest Rate Modeling Approaches,fixed_income,,Describe the fundamental types of interest rate models and highlight their distinguishing characteristics.,"Interest rate models are typically divided into two broad classes: short-rate models and forward-rate models. Short-rate models represent the instantaneous interest rate $R(t)$ as a stochastic process, while forward-rate models (such as the one- or two-factor Heath-Jarrow-Morton framework) describe the evolution of the entire forward rate curve. Another way to categorize these models is by their treatment of market data: arbitrage-free models are calibrated to the existing term structure derived from liquid bond prices and are constructed to avoid arbitrage opportunities, whereas equilibrium models are not required to match the current term structure.

Among the simplest short-rate models are the Vasicek, Cox-Ingersoll-Ross (CIR), Ho-Lee, and Hull-White models.

Equilibrium short-rate models:

Vasicek model:
$$dR(t) = a(b - R(t))dt + \sigma dW(t)$$.

In this model, the drift term $a(b - R(t))$ pulls the short rate $R(t)$ toward its long-term mean $b$. If $R(t) > b$, the drift is negative; if $R(t) < b$, the drift is positive. This mean-reverting behavior is a key feature. However, because the volatility $\sigma$ is constant, the model allows for the possibility of negative interest rates, which is economically unrealistic.

Cox-Ingersoll-Ross model:
$$dR(t) = a(b - R(t))dt + \sigma \sqrt{R(t)} dW(t)$$.

The CIR model retains the mean-reverting property of the Vasicek model but replaces the constant volatility with a square-root term $\sqrt{R(t)}$, ensuring that the short rate remains positive at all times.

No-arbitrage short-rate models:

Ho-Lee model:
$$dr = B(t)dt + \sigma dz$$.

The Ho-Lee model is the most basic no-arbitrage short-rate model, where $B(t)$ is a time-dependent drift chosen so that the model reproduces the current yield curve exactly.

Hull-White model:
$$dR(t) = a(b(t) - R(t))dt + \sigma dW(t)$$.

The Hull-White model extends the Vasicek framework by allowing the long-term mean $b(t)$ to vary deterministically with time, enabling the model to fit the current term structure precisely.",green_book,2026-05-03 19:57:31.564064+00,Focus on the core distinction between how models handle the term structure of interest rates. Consider whether the model is designed to match current market data or derive rates from theoretical equilibrium principles.
114,Extracting Unique Elements from a Sorted Array,algorithms,,"Given a sorted array, write code to return a new array containing only the unique elements. For instance, if the input array is [1, 1, 3, 3, 3, 5, 5, 5, 9, 9, 9, 9], the output should be [1, 3, 5, 9].","Since the array is sorted, any element that differs from its predecessor must be unique. We can iterate through the array and collect elements that are not equal to the previous one. Below is a C++ implementation of this approach:

template <class T>
vector<T> unique(T a[], int n) {
    vector<T> vec; // Vector to store unique elements
    vec.reserve(n); // Pre-allocate memory to avoid reallocation
    vec.push_back(a[0]); // The first element is always unique
    
    for (int i = 1; i < n; ++i) {
        if (a[i] != a[i - 1]) { // Check if current element is different from the previous
            vec.push_back(a[i]); // Add to the result if unique
        }
    }
    
    return vec;
}

This function initializes a vector with the first element of the array and then iterates through the remaining elements. For each element, it compares it with the previous one. If they are different, the element is added to the result vector. The `reserve` call optimizes performance by pre-allocating memory.

Valid Answers: [1, 3, 5, 9]",green_book,2026-05-03 19:57:31.564064+00,"Since the array is sorted, duplicates will always be adjacent. Think about how you can leverage this property to efficiently identify unique elements without needing additional data structures."
115,Efficient Polynomial Evaluation and Moving Average Calculation,algorithms,,Design an algorithm to compute the value of a polynomial y = A₀ + A₁x + A₂x² + A₃x³ + ... + Aₙxⁿ.,"A straightforward method would evaluate each term of the polynomial separately and sum them, requiring O(n²) multiplications. Instead, Horner's method reduces this to O(n) multiplications by rewriting the polynomial as y = (...((Aₙx + Aₙ₋₁)x + Aₙ₋₂)x + ... + A₁)x + A₀. The algorithm proceeds sequentially: compute Bₙ = Aₙ, Bₙ₋₁ = Bₙx + Aₙ₋₁, ..., B₀ = B₁x + A₀, yielding y = B₀ with at most n multiplications.

Moving average:
Given a large array A of length m, construct an array B where each element Bᵢ represents the n-element moving average of A. Specifically, for i < n, Bᵢ = (A₀ + A₁ + ... + Aᵢ)/n. For i ≥ n, Bᵢ = (Aᵢ₋ₙ₊₁ + Aᵢ₋ₙ₊₂ + ... + Aᵢ)/n.",green_book,2026-05-03 19:57:31.564064+00,"For the polynomial evaluation, think about how you can reduce the number of multiplications by restructuring the computation. For the moving average, consider how you can reuse computations from previous steps to avoid recalculating the sum from scratch each time."
116,Efficient computation of n-element moving averages,algorithms,,"Design an efficient algorithm that takes an array A of length m and produces a new array B where each element B_i represents the n-element moving average of A. Specifically, for indices i < n, B_i = (A_1 + A_2 + ... + A_i) / i, and for indices i ≥ n, B_i = (A_{i-n+1} + A_{i-n+2} + ... + A_i) / n.","To compute the moving average efficiently, we leverage the fact that the sum for the next window can be derived from the previous window's sum. Start by calculating the sum of the first n elements to get the initial moving average. For each subsequent element, subtract the element that is sliding out of the window and add the new element that is entering the window. Divide this updated sum by n to obtain the new moving average. The algorithm proceeds as follows:

Initialize the sum S with the first n elements of A and compute B[n] = S / n.
For each index i from n+1 to m:
  Update S by subtracting A[i-n] and adding A[i].
  Compute B[i] = S / n.

Pseudocode for this approach is:
S = A[1] + ... + A[n]; B[n] = S / n;
for (i = n + 1 to m) {
  S = S - A[i - n] + A[i];
  B[i] = S / n;
}

Valid Answers: O(m) time complexity",green_book,2026-05-03 19:57:31.564064+00,Think about how the sum for the next window relates to the sum of the current window. Can you update the sum in constant time by adjusting it with the outgoing and incoming elements rather than recalculating it from scratch?
117,Overview and Complexity Analysis of Three Sorting Algorithms,algorithms,,"Describe three sorting algorithms that can arrange n distinct elements A₁, A₂, ..., Aₙ in ascending order, and provide the time complexity analysis for each algorithm.","Sorting is a key operation in many computational tasks, and numerous algorithms have been designed to meet different performance requirements. Below, we analyze three widely used sorting algorithms—insertion sort, merge sort, and quicksort—focusing on their mechanisms and time complexity.


Insertion sort: This algorithm builds the sorted array one element at a time. It assumes that the subarray A[1 … i−1] is already sorted and inserts the next element Aᵢ into its correct position within this subarray, resulting in a sorted subarray A[1 … i]. Starting with i = 1 and incrementing i up to n, the entire array becomes sorted. For each insertion, the average number of comparisons is approximately i/2, and the worst-case number of comparisons is i. Summing over all elements, the average-case time complexity is A(n) = Σᵢ₌₁ⁿ (i/2) = O(n²), and the worst-case time complexity is W(n) = Σᵢ₌₁ⁿ i = O(n²).


Merge sort: This algorithm employs a divide-and-conquer strategy. It recursively splits the array into two halves until each subarray contains a single element. It then merges these sorted subarrays back together in a way that maintains the sorted order. The merge operation combines two sorted arrays of size n/2 into one sorted array and requires Θ(n) primitive operations. The recurrence relation for the running time T(n) is:


T(n) = { 2T(n/2) + Θ(n), if n > 1
         { 1,                if n = 1


Applying the master theorem with a = 2, b = 2, and f(n) = Θ(n), we find that f(n) = Θ(nᵇᵃᵇ logₐ n) = Θ(n log n). Therefore, T(n) = Θ(n log n). For merge sort, both the average-case and worst-case time complexities are Θ(n log n).


Quicksort: This is another divide-and-conquer algorithm. It selects a pivot element Aᵢ and partitions the remaining elements into two subarrays: one containing elements smaller than the pivot and the other containing elements larger than the pivot. The algorithm then recursively sorts these subarrays. In the worst case, quicksort performs as poorly as insertion sort. For example, if the pivot is always chosen as the first element and the input array is already sorted, one subarray will be empty and the other will contain n−1 elements. This leads to the recurrence W(n) = Σᵢ₌₁ⁿ (n−1) = O(n²).


Valid Answers: O(n²) for insertion sort (average and worst), Θ(n log n) for merge sort (average and worst), O(n²) for quicksort (worst-case)",green_book,2026-05-03 19:57:31.564064+00,"Consider how each algorithm processes the input array differently—some build the solution incrementally, while others divide the problem into smaller subproblems. Think about the operations involved (e.g., comparisons, swaps, or recursive splits) and how their frequency scales with the input size."
118,Generating a uniformly random permutation of a deck,algorithms,,"A. Suppose you have access to a random number generator capable of producing numbers from either discrete or continuous uniform distributions. Describe a method to shuffle a standard 52-card deck so that every possible ordering of the cards is equally probable.

B. You are given a file whose contents can only be read sequentially and whose total size is unknown in advance. Propose a technique to select a single character from this file such that every character in the file has an equal chance of being chosen.","A. One straightforward approach is the random-permutation-by-sorting method. Assign an independent random number to each card, then sort the cards by these random values. Because the random numbers are independent and identically distributed, every one of the 52! possible orderings is equally likely. The time complexity is dominated by the sorting step, giving E>(n log n). For n = 52 this is acceptable, but for very large n a more efficient algorithm is the Knuth shuffle. Given an array A[1…n], the Knuth shuffle proceeds as follows:
for i from 1 to n
  j ← Random(i, n)
  swap(A[i], A[j])
where Random(i, n) returns an integer uniformly at random between i and n inclusive. This algorithm runs in E>(n) time and ensures that at step i each of the remaining n − i + 1 cards has an equal chance of landing in position i, so every permutation occurs with probability 1/n!.

B. Use reservoir sampling with a reservoir size of 1. Initialize a variable to hold the selected character and a counter k = 1. Read the file sequentially. For the k-th character, replace the stored character with probability 1/k. After processing the entire file, the stored character is a uniformly random selection from all characters seen so far.

Valid Answers: A. random-permutation-by-sorting or Knuth shuffle; B. reservoir sampling with k = 1",green_book,2026-05-03 19:57:31.564064+00,"Consider assigning a unique random value to each card and then ordering the deck based on these values. Alternatively, think about iteratively placing each card in a random position among the remaining unshuffled cards."
